order_id,user_id,order_dow,order_hour_of_day
3751,12672,0,14
42014,12672,1,10
67981,12683,4,11
25881,12684,0,12
3931,12691,0,12
46120,12692,1,20
73111,12692,1,13
100865,12693,6,17
108825,12696,3,15
35994,12697,6,16
100391,12698,2,18
38992,12699,4,14
53219,12701,4,20
64956,12702,6,11
11523,12702,4,12
9484,12710,1,12
7682,12711,1,15
59505,12711,3,22
97322,12711,6,19
254,12711,6,16
90238,12711,0,11
77553,12720,5,12
67584,12721,0,16
25985,12724,6,11
10714,12726,5,16
92069,12726,4,14
86473,12726,0,11
16776,12726,6,13
37323,12728,3,14
93797,12730,3,10
5791,12735,4,10
5774,12739,6,9
71707,12742,5,15
51778,12747,4,8
83289,12750,2,0
92601,12752,0,16
38563,12752,0,12
41383,12752,6,21
27824,12752,6,14
40325,12753,2,12
44328,12759,0,9
5260,12759,3,19
32759,12759,3,8
105963,12763,1,15
38279,12765,6,10
34370,12768,2,7
55954,12768,5,12
76363,12772,4,12
56482,12772,2,17
68572,12772,2,17
16185,12775,5,15
63550,12776,4,11
68529,12778,3,13
90530,12781,5,16
49217,12781,2,9
4453,12782,1,15
80541,12782,0,11
33336,12784,3,0
15750,12784,2,18
30296,12785,0,22
60902,12785,6,11
88314,12788,6,21
40043,12788,0,12
3085,12788,5,12
105287,12792,4,13
71056,12792,6,13
109662,12795,5,16
110570,12800,0,9
72690,12801,1,14
12914,12807,3,20
81820,12824,2,19
10694,12824,3,18
16863,12824,1,15
25573,12824,2,17
79265,12825,3,22
102762,12825,6,0
62871,12825,6,11
103495,12829,1,11
95242,12829,5,11
46438,12830,3,13
48708,12830,3,12
85720,12830,4,10
53310,12831,5,12
50918,12831,3,11
66109,12831,5,9
91146,12832,2,18
63363,12834,0,15
92982,12834,4,9
60599,12835,4,18
91110,12840,3,9
18515,12840,6,13
53703,12845,2,10
66534,12849,1,9
105054,12849,1,7
21709,12853,1,16
68359,12853,6,19
28539,12855,2,6
21652,12856,2,15
15266,12856,4,13
44588,12860,0,19
41500,12861,0,14
44938,12863,2,17
106818,12863,2,14
16195,12863,2,11
102327,12866,5,16
54168,12866,6,19
88900,12868,4,8
33086,12870,1,17
53346,12871,5,12
102168,12875,6,19
52017,12881,0,22
94523,12884,6,13
8760,12884,4,16
61513,12884,6,12
88316,12885,4,17
29936,12886,3,19
15586,12886,3,13
87491,12886,6,14
19351,12886,3,14
100635,12886,2,15
86331,12886,6,15
52665,12887,0,18
55056,12889,0,13
7874,12889,4,8
70621,12892,1,8
74472,12897,2,17
51164,12899,1,9
542,12899,1,15
86063,12899,4,10
16092,12899,1,9
61783,12899,1,15
84365,12901,1,15
14955,12904,1,11
109489,12906,1,15
19780,12906,6,9
66066,12906,0,21
40874,12906,3,9
20489,12906,4,15
45931,12908,0,11
18340,12913,4,19
1337,12918,2,13
98795,12919,1,11
53615,12922,3,8
60325,12922,3,8
61174,12922,4,8
71207,12924,3,13
40752,12924,5,8
20883,12924,5,17
32397,12930,6,7
87137,12930,3,11
97249,12940,2,9
49299,12942,4,8
50633,12942,5,9
69895,12942,1,11
25185,12942,1,15
49863,12943,4,14
60556,12943,0,18
90358,12946,0,17
6305,12951,6,16
37208,12953,4,8
94492,12957,1,22
88056,12957,3,23
23155,12958,2,14
93634,12959,4,20
61540,12960,6,9
13416,12960,0,9
68597,12960,6,9
52913,12963,5,11
85276,12967,1,17
62833,12971,0,22
17465,12978,3,16
107317,12978,1,15
29103,12982,1,10
92720,12985,4,10
51769,12989,6,9
25343,12990,1,15
101666,12993,0,16
25436,12993,3,19
31637,12993,1,11
77067,12995,2,14
87293,13007,2,9
88002,13007,2,17
58859,13007,5,11
6085,13009,4,13
96179,13009,1,11
18470,13010,3,16
27088,13010,6,13
105204,13013,6,16
65180,13014,2,13
60079,13015,1,15
99033,13018,1,7
76812,13018,4,17
19807,13018,3,15
6121,13019,0,14
31715,13024,5,13
97558,13024,0,12
61708,13026,4,16
74253,13026,5,10
106743,13028,2,21
48569,13031,4,9
92007,13035,6,12
81742,13037,1,18
10731,13038,4,17
79190,13040,2,11
78093,13041,1,14
49703,13044,5,5
56734,13048,5,12
46101,13050,1,0
105149,13050,0,11
28171,13050,3,12
22280,13051,4,11
94249,13051,2,12
76281,13053,6,15
11338,13053,4,17
20999,13053,1,8
78183,13054,6,19
70383,13055,4,6
157,13055,6,17
61352,13055,3,19
69197,13062,5,14
23520,13062,1,14
56266,13064,4,15
79901,13065,4,18
34727,13068,5,9
74554,13068,5,11
24531,13070,1,15
85546,13071,4,16
36678,13071,0,17
31769,13072,2,9
13526,13073,2,17
99539,13074,6,8
77211,13076,5,10
72501,13082,1,14
85934,13082,2,14
58600,13089,4,16
99077,13090,1,17
81881,13092,1,8
42910,13092,1,16
84818,13095,5,14
31790,13095,0,11
93953,13099,6,15
56223,13100,6,19
25530,13101,3,13
90608,13105,0,15
36697,13107,4,10
23862,13107,5,11
62148,13107,4,21
16989,13107,3,14
81984,13107,5,12
22533,13111,4,14
587,13112,2,12
8943,13120,3,13
107753,13124,4,13
51922,13124,4,14
10074,13127,5,16
1055,13127,5,20
12712,13127,0,8
21991,13129,0,15
75348,13131,2,15
19369,13131,6,14
62336,13131,2,12
30741,13136,3,13
16574,13141,2,20
1359,13141,5,18
87420,13143,0,19
47789,13144,3,17
15374,13149,4,22
96077,13152,0,12
17603,13152,2,16
47254,13152,0,11
89384,13152,6,20
24566,13160,2,15
16786,13161,4,8
73831,13165,0,13
71560,13165,1,13
42058,13171,5,15
55010,13178,5,16
44445,13178,5,16
85091,13178,5,17
39831,13181,3,12
18599,13181,4,13
48461,13182,6,10
39917,13183,0,18
90090,13187,3,12
50091,13187,4,14
82469,13193,0,18
40422,13194,2,11
81169,13194,2,9
23558,13197,0,21
66972,13199,5,10
31492,13201,2,17
36045,13202,6,23
65207,13206,1,20
62265,13206,0,9
91903,13207,3,21
52750,13207,4,16
43509,13207,1,22
32508,13208,3,17
36946,13211,0,9
67877,13211,0,16
3824,13212,2,17
66574,13214,0,11
107988,13215,5,10
49875,13217,3,11
63072,13218,6,22
109387,13223,2,16
84582,13226,0,18
107834,13226,1,17
37958,13230,0,20
82634,13230,6,10
66270,13230,1,6
53317,13231,3,10
74694,13231,0,10
24892,13233,4,16
41896,13236,0,12
51167,13237,5,12
28790,13240,6,1
24045,13241,4,17
22143,13241,2,17
37492,13246,4,18
21922,13246,6,12
64233,13247,4,16
76922,13248,0,12
28224,13253,6,12
44155,13257,0,7
78611,13260,1,16
55141,13263,5,15
69539,13263,5,6
93452,13264,2,15
68655,13265,0,20
29863,13266,0,18
68400,13267,2,14
106554,13269,3,8
20876,13275,5,9
110403,13275,2,12
15760,13276,3,14
102330,13277,5,9
91113,13280,2,15
102413,13280,2,16
7001,13285,1,3
8241,13288,0,17
3385,13289,0,19
43878,13291,3,16
56968,13291,6,9
103357,13295,5,6
100025,13299,3,10
37011,13303,0,15
57557,13304,2,23
42209,13307,0,16
42534,13309,4,10
48773,13309,3,15
30149,13313,0,17
20196,13315,2,14
55781,13315,4,22
65437,13315,5,23
78064,13318,2,10
39928,13322,0,16
80279,13326,4,10
1093,13326,3,16
39849,13326,0,14
30618,13330,4,14
101543,13330,1,17
23282,13330,1,9
24616,13330,2,11
83420,13334,3,12
6779,13334,1,13
25640,13334,1,8
69313,13335,4,13
1116,13337,0,17
66706,13341,0,10
95126,13346,2,18
15264,13346,0,18
13350,13347,5,17
18735,13349,3,16
19648,13349,0,15
15964,13350,1,15
86645,13353,4,16
74223,13354,1,14
38086,13354,4,13
13642,13354,4,13
87851,13354,4,19
78313,13354,4,12
84749,13354,1,17
92711,13362,5,17
57235,13362,2,16
32612,13362,3,10
66587,13371,0,15
30890,13373,1,17
11986,13375,6,17
98535,13381,5,20
78320,13383,0,19
56263,13383,0,20
9621,13385,1,11
86177,13387,5,14
92746,13392,1,17
46003,13395,2,19
59194,13400,2,16
30064,13400,5,16
3358,13406,6,10
100886,13406,1,13
25142,13406,5,13
9740,13406,6,23
32914,13409,1,16
10284,13421,5,18
63973,13426,2,19
36166,13429,0,14
96133,13429,0,11
42959,13429,6,13
101379,13430,3,8
78979,13432,5,8
60422,13432,1,8
56883,13432,2,18
45262,13434,2,17
13973,13440,3,17
9090,13442,1,9
37030,13442,2,21
64017,13442,6,17
8131,13443,0,12
4464,13444,1,13
103543,13444,1,8
92715,13445,3,13
10796,13445,5,11
23356,13446,1,10
15206,13446,1,13
106383,13446,0,16
100039,13447,3,14
89137,13447,4,10
26218,13449,4,15
81149,13451,3,13
4159,13451,1,13
70792,13459,5,19
60536,13464,6,7
98506,13467,2,15
46251,13468,1,13
94841,13468,0,11
102802,13469,3,10
79778,13469,3,9
56646,13471,1,18
72366,13473,3,14
14569,13476,6,17
72968,13478,5,14
92452,13480,0,13
67151,13483,1,15
16717,13485,1,20
94582,13491,1,12
90771,13492,6,14
109093,13493,5,1
83826,13496,2,15
59917,13496,6,15
61146,13499,1,17
59845,13501,1,16
31194,13503,3,13
48692,13503,6,16
43544,13505,3,11
99417,13506,2,16
15786,13509,5,11
13779,13509,1,10
12428,13513,0,12
9858,13516,2,13
30803,13516,4,8
79330,13517,0,16
1825,13517,1,16
90172,13522,0,14
13299,13523,1,10
46708,13523,1,7
42270,13527,1,13
2497,13531,3,12
38187,13531,4,15
1539,13531,6,12
31150,13532,6,16
14092,13536,6,10
81116,13537,1,22
105946,13541,3,12
93896,13542,5,15
48032,13543,3,14
52202,13546,3,22
108629,13548,0,9
28721,13554,1,11
21075,13554,1,9
766,13554,1,10
83762,13557,0,15
42101,13559,4,10
51456,13559,5,7
16291,13559,4,15
101238,13559,5,10
65971,13562,0,14
23698,13562,4,20
41946,13563,3,12
81180,13566,2,18
43039,13566,1,15
10571,13570,1,13
52897,13573,4,9
78339,13577,1,12
52181,13589,5,12
48886,13591,2,11
41869,13592,1,12
102302,13593,0,17
71916,13593,4,14
53479,13595,2,16
1096,13596,6,13
57374,13596,6,14
92626,13598,1,18
6564,13598,2,9
64176,13607,2,11
62868,13607,3,21
79465,13607,4,20
1547,13607,5,5
33311,13608,5,17
96678,13613,6,14
45307,13615,1,8
2276,13616,0,14
40178,13618,0,20
52811,13620,0,17
31356,13621,6,15
40314,13621,4,9
69782,13621,3,10
77851,13622,0,16
84743,13622,5,17
1783,13623,1,10
47867,13623,1,10
90037,13628,2,10
83499,13628,1,13
82087,13628,5,9
65885,13634,2,19
93650,13643,0,14
62212,13643,4,15
101517,13644,1,13
53715,13644,1,13
13306,13649,0,13
65098,13650,2,17
35365,13650,5,17
58192,13650,0,5
108804,13654,5,15
79055,13655,6,10
13322,13656,0,22
4182,13657,4,11
85765,13663,3,10
477,13665,4,12
98768,13666,1,9
67583,13666,5,10
102699,13667,3,11
50707,13668,6,10
23458,13674,4,17
52383,13674,3,18
92386,13675,1,8
42186,13678,2,15
9842,13681,1,15
48815,13687,5,16
108540,13691,1,14
60715,13694,1,11
66168,13696,1,11
95239,13698,1,10
2074,13701,4,10
33537,13701,4,3
17630,13701,6,11
105447,13701,1,9
20556,13701,4,12
32344,13708,0,6
90415,13711,3,15
66442,13715,0,18
90956,13716,0,20
110357,13720,5,9
74129,13720,6,10
11354,13721,1,7
37009,13729,0,9
36322,13731,2,15
20283,13731,5,14
64944,13733,4,10
36565,13736,3,10
68798,13736,3,15
61179,13737,6,13
65581,13737,1,9
8555,13739,1,10
60452,13741,1,7
68146,13746,6,12
89154,13747,1,11
17471,13748,3,10
70048,13749,1,11
3306,13749,2,14
30352,13749,6,19
9405,13749,0,8
34646,13752,3,7
97088,13754,6,9
52949,13766,0,15
87857,13766,3,13
92008,13766,6,16
81203,13768,1,19
109472,13770,0,13
62328,13773,6,16
20612,13776,5,23
66940,13776,0,21
41407,13778,6,11
102936,13778,3,15
41771,13778,5,13
5570,13782,1,15
108870,13782,6,11
76231,13783,3,20
35336,13784,6,13
103756,13785,3,15
90688,13785,6,14
52072,13786,3,9
106234,13786,3,21
36215,13792,6,13
14606,13796,4,15
37372,13798,0,12
78211,13801,4,11
23976,13801,6,17
34564,13805,6,8
35253,13805,6,15
4420,13807,1,15
41559,13809,1,18
27525,13809,1,16
30132,13811,0,17
37411,13811,0,14
59958,13812,3,13
108372,13813,0,21
60210,13816,2,16
80453,13819,6,15
108530,13821,6,11
76031,13823,1,16
77888,13829,0,8
35450,13829,6,11
21558,13830,4,14
28258,13830,6,20
104637,13837,5,8
94409,13838,2,17
9194,13841,5,12
103307,13845,1,9
94828,13845,1,7
97691,13847,1,10
86205,13855,1,10
55043,13855,1,12
26921,13860,1,12
25280,13866,4,16
20574,13870,6,14
109189,13871,2,18
81168,13879,6,9
83675,13881,3,23
55285,13882,5,9
59910,13883,5,8
56640,13897,1,23
70356,13898,1,15
104131,13899,1,12
39842,13899,2,10
84322,13901,6,10
29253,13906,0,12
89083,13907,0,16
65602,13907,0,14
101814,13913,5,13
23608,13915,5,10
97667,13918,1,5
107043,13919,1,10
50776,13924,0,15
22847,13926,1,13
5106,13927,4,2
63121,13929,3,14
97983,13929,3,13
62996,13930,2,9
85773,13931,2,13
63202,13937,5,20
37916,13938,4,1
95173,13940,3,11
82684,13941,6,15
8397,13943,4,17
74102,13943,2,13
46671,13943,3,11
49908,13945,1,19
105918,13945,3,12
91216,13945,4,16
72327,13947,2,9
58150,13948,2,9
88482,13948,2,10
43358,13951,0,8
81056,13951,0,12
79501,13951,1,10
75590,13951,3,9
55098,13956,2,7
55880,13956,4,9
61672,13958,2,14
34482,13958,2,7
28704,13958,1,9
106201,13962,0,0
63705,13964,0,15
73147,13968,0,18
110012,13972,6,8
69765,13974,4,22
78088,13979,6,12
103816,13980,2,16
78310,13980,4,18
32379,13983,6,18
101945,13989,5,6
63559,13991,1,15
63913,13997,2,9
43782,13997,0,14
95754,13997,0,17
18767,13998,3,12
6746,13999,3,12
84390,13999,2,13
72852,14002,1,10
9723,14003,3,14
86389,14006,5,11
16208,14012,6,14
2521,14021,3,16
103436,14024,1,11
18165,14027,0,15
47268,14032,0,14
96291,14033,1,14
93920,14035,1,13
84959,14035,0,14
19986,14043,3,11
1118,14043,2,19
85470,14050,4,16
78519,14050,2,21
109976,14051,2,18
48874,14051,4,16
19123,14052,1,9
38066,14058,0,2
98134,14071,0,9
110129,14075,4,20
67810,14075,6,12
14934,14075,3,12
45080,14077,2,15
4605,14078,2,8
82259,14080,4,7
26127,14080,1,7
8138,14082,2,12
91248,14082,2,9
31593,14087,2,8
63413,14088,5,9
66806,14090,1,16
96761,14090,3,11
25710,14091,0,22
18411,14091,5,9
20803,14092,1,13
63957,14092,3,9
34545,14093,1,20
106971,14097,1,11
64859,14097,1,8
42314,14103,1,18
54931,14106,5,20
87763,14111,4,15
20720,14111,3,11
33756,14120,5,12
87629,14120,5,8
52621,14121,5,19
28252,14121,3,18
72312,14123,0,18
96047,14124,6,13
73200,14126,0,15
24408,14127,4,18
104010,14127,6,16
66505,14128,0,20
49776,14138,1,18
79856,14138,0,17
7519,14139,4,14
35189,14140,4,16
102935,14145,4,12
16086,14151,1,7
87812,14153,4,11
107533,14156,0,9
7226,14160,6,17
31602,14160,1,14
102651,14163,6,20
103306,14165,4,17
93382,14169,6,18
47371,14171,1,14
17489,14172,1,18
73313,14172,2,7
29233,14173,0,21
52439,14179,0,6
66778,14180,2,12
59091,14184,3,21
39071,14194,2,1
71864,14197,2,7
29267,14197,2,7
90844,14198,5,9
31219,14198,5,8
56245,14198,5,15
86630,14199,1,18
78810,14199,0,12
46283,14201,4,15
79028,14205,6,22
73503,14208,0,19
59302,14208,3,11
68217,14211,2,15
20607,14212,4,15
26574,14214,3,11
68926,14216,1,11
19542,14218,0,15
1795,14221,1,15
7292,14226,4,12
79745,14226,5,8
38105,14230,4,11
66603,14230,2,10
109915,14230,0,16
89610,14230,3,9
63930,14231,1,10
90912,14232,0,15
46495,14240,6,14
90657,14240,0,20
30545,14240,4,15
29249,14243,6,15
58711,14243,3,12
32108,14243,2,20
56874,14244,5,20
20495,14249,6,13
85040,14249,3,21
98470,14249,0,9
9375,14249,6,12
100887,14250,0,12
50233,14250,1,20
56466,14253,4,11
83669,14258,0,14
14997,14260,1,7
55602,14264,6,16
32776,14264,1,12
51082,14264,5,12
195,14264,0,16
64684,14265,6,11
70671,14274,6,14
20063,14275,6,9
46590,14277,1,14
103965,14277,5,15
104178,14283,0,18
16259,14288,3,18
19045,14289,0,21
61065,14289,2,7
70279,14289,1,0
103963,14290,4,9
10499,14293,6,20
13417,14303,6,8
75581,14304,6,19
38755,14305,0,8
106407,14305,3,19
87845,14306,2,11
86174,14306,2,0
86329,14315,0,18
69294,14317,4,14
37377,14317,4,12
12302,14321,4,19
58332,14321,0,15
33640,14326,2,13
97048,14327,0,14
84671,14330,6,12
76064,14330,6,12
23063,14332,0,13
3632,14332,2,16
2238,14348,5,7
70990,14350,0,22
66511,14350,4,10
52588,14354,0,21
18516,14357,1,15
97525,14358,0,16
12668,14358,0,15
22851,14365,2,15
50438,14366,3,12
102425,14366,5,11
5982,14367,0,11
8446,14367,3,12
16714,14367,5,8
48197,14367,1,15
19278,14367,5,9
106903,14367,2,10
97462,14368,0,10
77742,14368,6,9
32982,14368,5,13
103067,14369,4,11
40303,14370,6,16
9407,14373,2,13
71195,14373,6,20
44103,14383,6,13
786,14386,0,13
110304,14388,2,20
62764,14392,0,11
86538,14394,2,16
100837,14395,5,11
32206,14397,5,13
36856,14398,6,13
63781,14399,1,12
30985,14400,3,13
45445,14401,5,17
65902,14401,1,16
110542,14401,0,10
101625,14406,3,16
15482,14410,6,16
72600,14411,0,10
15772,14413,6,16
96865,14414,0,17
36486,14414,1,13
95829,14414,1,10
98951,14414,4,21
30501,14416,4,13
9478,14416,1,15
73570,14418,3,19
14045,14421,2,13
94111,14422,0,10
40142,14422,6,14
25919,14423,6,19
16935,14423,4,12
88566,14428,2,15
61351,14428,0,16
96789,14429,5,12
42958,14433,1,6
69281,14434,2,16
34995,14435,1,7
50840,14436,2,8
67848,14436,5,7
104023,14437,5,16
1108,14437,5,16
51272,14437,1,10
35366,14444,2,10
38777,14444,3,12
5907,14448,3,13
49056,14451,1,11
7220,14453,3,8
18032,14459,0,9
109919,14459,2,17
92288,14462,3,18
42990,14466,1,19
48379,14470,0,11
18859,14473,6,15
27431,14473,5,14
66032,14474,4,22
57910,14476,3,13
86376,14476,6,14
72680,14477,6,11
10282,14477,2,12
81639,14479,3,14
50991,14483,6,13
31212,14484,2,9
55236,14484,2,9
87275,14486,2,15
54941,14487,5,21
102979,14487,5,19
54120,14487,3,11
86984,14487,5,17
22953,14489,4,14
72131,14489,0,18
74137,14489,3,14
68917,14489,3,23
2413,14489,2,18
7351,14489,6,12
74461,14489,1,3
19095,14490,2,13
50820,14491,3,16
92075,14491,1,14
21531,14493,2,7
42992,14493,1,17
42580,14493,2,20
76205,14493,5,8
18361,14494,0,14
25311,14494,5,15
107942,14495,1,13
29355,14495,0,12
46190,14497,0,10
80512,14498,3,21
102946,14499,1,12
15957,14502,2,20
46907,14505,1,11
66424,14505,2,7
7857,14509,6,14
40417,14510,3,12
70632,14515,3,9
92782,14516,6,16
100733,14516,1,16
98927,14516,3,13
49445,14519,2,13
38433,14521,5,13
93987,14521,2,17
106935,14521,6,16
60228,14522,2,13
101329,14526,3,15
109872,14528,6,16
21024,14530,0,12
101224,14534,1,9
6076,14537,3,11
7625,14540,4,13
35819,14540,0,12
86805,14542,4,19
105458,14551,0,22
37205,14553,1,10
89374,14553,2,13
78242,14556,6,10
57675,14557,1,8
47059,14560,5,16
108687,14566,6,11
63673,14570,2,12
6065,14572,6,18
107449,14578,4,13
19867,14579,2,20
29508,14579,3,6
38527,14580,1,13
75873,14584,2,21
3621,14584,5,14
103013,14585,3,12
20625,14588,5,11
39306,14589,6,9
97839,14591,4,16
15735,14594,5,23
106464,14598,0,8
12952,14598,1,14
2606,14600,2,0
58207,14600,6,12
51848,14614,5,12
75690,14617,2,14
27080,14620,1,20
28387,14620,1,17
89674,14621,1,13
16322,14630,3,21
29368,14631,5,10
69067,14631,2,7
15451,14631,2,7
78132,14631,3,13
39373,14633,1,15
13609,14634,0,14
95985,14640,5,18
38993,14646,4,16
44557,14649,5,14
75387,14651,6,15
83666,14655,0,20
54502,14655,6,20
70593,14657,1,11
102518,14659,0,15
2558,14663,4,9
17048,14664,0,10
98016,14664,3,18
47592,14665,6,17
26559,14667,6,17
91242,14668,2,9
106482,14668,3,10
18606,14668,3,9
70917,14669,3,15
53329,14669,5,13
79435,14669,1,13
54032,14669,4,9
60399,14672,2,12
76739,14680,1,11
2149,14684,6,13
79091,14686,4,16
54868,14687,2,10
9798,14689,2,18
65830,14689,0,20
74899,14693,0,18
39888,14693,0,7
6597,14695,6,13
95818,14696,5,22
95580,14696,2,21
87281,14697,2,14
12698,14700,3,10
7623,14702,4,13
2439,14702,6,7
72339,14707,4,17
7852,14709,4,19
19869,14714,0,12
81284,14716,2,21
40081,14717,2,11
71879,14722,1,14
20349,14723,4,14
65535,14724,6,19
6486,14725,2,8
70648,14727,2,16
94368,14727,1,10
50581,14727,2,16
92749,14727,5,16
93205,14728,0,13
50603,14731,3,14
97826,14733,6,16
22526,14733,4,18
90712,14734,3,23
91382,14734,4,22
11075,14734,4,23
15665,14737,5,11
48060,14737,1,11
47570,14738,0,17
107794,14738,0,16
86804,14740,2,17
56379,14742,0,19
29631,14742,4,17
92859,14743,4,11
107075,14745,3,10
70064,14745,1,17
10461,14746,4,9
96568,14746,3,10
13758,14748,2,9
10688,14748,4,12
87432,14749,4,16
47711,14751,5,16
75169,14755,6,19
75866,14756,1,19
97534,14762,4,14
65715,14765,1,10
4256,14766,2,14
70153,14767,1,13
24117,14770,0,11
70466,14772,5,18
4077,14773,5,7
85898,14773,3,22
39219,14775,5,18
105049,14775,6,12
51903,14776,6,14
19992,14776,0,8
82279,14777,0,16
1082,14777,1,17
96623,14777,0,17
12799,14781,2,17
32729,14783,6,9
18497,14787,3,14
50892,14787,6,10
80627,14788,6,13
28374,14789,4,20
58731,14792,1,14
63936,14798,5,12
82060,14798,5,15
27433,14798,3,15
70601,14798,4,13
75085,14801,2,8
76647,14805,4,12
75025,14807,1,12
51283,14808,6,12
4402,14809,5,20
29896,14809,6,10
61705,14811,4,17
61185,14811,4,19
61397,14813,5,18
45984,14813,6,14
28476,14814,3,21
110211,14816,5,12
18125,14817,5,15
38877,14818,5,14
53369,14820,5,10
3019,14821,3,15
5203,14825,6,17
91851,14825,2,12
51630,14825,0,10
86224,14826,2,10
23994,14832,0,19
108505,14836,2,9
68493,14842,0,22
71157,14849,2,11
26838,14856,3,14
1038,14857,1,13
42615,14857,2,21
19947,14857,3,23
61458,14858,1,8
57755,14860,6,9
91708,14860,3,11
21153,14860,3,11
36355,14866,3,19
3787,14867,1,18
59478,14868,3,16
101653,14868,4,17
29342,14868,3,11
88836,14868,4,17
19668,14868,5,12
1061,14868,0,11
27698,14868,1,19
9274,14868,1,17
15258,14872,6,18
105849,14873,0,10
5244,14873,5,12
19350,14873,5,14
50211,14876,1,16
101770,14878,3,11
10669,14882,6,6
62497,14882,1,5
53877,14882,3,13
31227,14885,5,15
92730,14887,1,8
86869,14887,5,14
80250,14888,0,13
110377,14888,4,11
107697,14891,4,17
21093,14892,0,16
77320,14893,2,13
1231,14895,1,15
49861,14895,3,15
20930,14900,0,10
78119,14906,2,18
107703,14908,3,11
71013,14910,2,14
34998,14910,3,15
50154,14910,1,9
91148,14910,1,14
56291,14910,4,9
60122,14914,4,20
43987,14916,4,16
99825,14916,3,6
20291,14920,1,13
32213,14922,2,8
51134,14922,2,12
98559,14923,1,15
54656,14923,4,18
3498,14934,4,14
17897,14936,1,20
13129,14941,3,23
23952,14941,4,14
97625,14943,0,17
49462,14944,6,18
103951,14945,0,19
51857,14945,5,15
89239,14946,2,17
64463,14947,0,12
11811,14955,0,17
33582,14955,0,8
95717,14956,1,15
41840,14956,4,10
83291,14956,2,9
98748,14962,0,10
28141,14965,6,11
41451,14967,1,10
73762,14973,3,10
28494,14974,2,12
78976,14977,3,13
21384,14977,0,17
32426,14978,4,20
67555,14979,0,13
21901,14980,0,8
83462,14980,3,7
93258,14980,1,13
13396,14981,1,17
36026,14981,1,10
67167,14984,4,16
41421,14986,5,17
19464,14987,5,17
12635,14990,0,14
23016,14991,0,16
46103,14991,3,12
108541,14994,3,14
91319,14996,2,16
2060,14996,4,16
78926,15000,1,16
28981,15000,1,14
98133,15000,3,10
91293,15003,2,7
2130,15003,4,11
38514,15012,3,11
73964,15021,3,21
30045,15023,4,23
68890,15023,3,12
41157,15028,5,15
26858,15030,1,8
18792,15030,1,7
16363,15032,4,1
82994,15034,2,19
26421,15036,4,14
15188,15036,4,11
70012,15037,6,20
56357,15037,6,20
17114,15038,3,0
49003,15045,0,11
104837,15045,0,16
26772,15050,6,15
50272,15050,2,17
54438,15055,6,15
101537,15058,4,15
15668,15059,5,10
6341,15060,5,15
96462,15060,2,10
109375,15060,6,13
77992,15062,5,13
77861,15065,6,20
69139,15067,0,18
100897,15068,4,12
41132,15068,1,9
333,15068,4,10
87445,15069,5,9
65033,15069,5,9
72907,15069,2,8
67488,15075,0,9
88966,15075,0,12
49612,15078,1,13
42239,15079,0,16
16616,15083,6,13
72122,15100,4,17
102348,15100,0,18
58764,15105,4,16
37158,15108,0,0
20478,15112,2,8
48694,15114,6,19
28253,15116,6,11
58486,15116,6,14
37185,15124,4,15
76017,15124,6,21
19436,15124,4,16
60367,15128,4,17
101842,15128,5,15
103184,15137,2,18
23825,15142,6,17
11970,15147,4,17
9371,15154,6,9
99186,15160,5,17
102742,15160,0,13
16933,15160,0,11
60718,15160,5,15
69033,15161,3,11
32596,15161,3,8
796,15161,5,14
88540,15161,3,18
78591,15165,0,16
5240,15165,1,10
2333,15169,1,0
97390,15169,4,15
2706,15170,3,15
78421,15172,2,11
68165,15172,3,20
64431,15172,5,13
81962,15172,2,20
12970,15177,0,10
3035,15182,6,10
21469,15183,6,4
92063,15183,3,11
51810,15185,0,16
64476,15190,4,16
69106,15191,2,10
49980,15191,3,12
85982,15191,6,17
18838,15194,0,18
61483,15194,1,18
67549,15196,4,17
8668,15196,2,14
67104,15196,6,13
14297,15197,1,11
92016,15197,5,19
6987,15202,0,11
34323,15205,4,15
65384,15205,3,16
87549,15206,2,8
37531,15207,6,17
56604,15208,5,21
34005,15214,0,12
69298,15219,2,19
87997,15219,4,12
91408,15221,0,9
70233,15221,5,8
29176,15221,2,14
46436,15221,1,10
46758,15225,3,13
33702,15229,0,13
32070,15229,1,20
73628,15229,5,16
24361,15229,4,7
43908,15229,0,16
82000,15231,5,12
19792,15234,3,18
91730,15239,4,15
29682,15249,0,13
92110,15251,1,11
47090,15270,5,17
19360,15273,4,11
22347,15274,4,15
84375,15280,4,0
106589,15286,1,17
108701,15293,1,9
7527,15297,4,9
45624,15300,5,14
7832,15302,0,9
62549,15302,0,18
43104,15305,4,12
32006,15306,5,0
76730,15313,6,12
60888,15314,5,11
18246,15314,1,10
78678,15316,0,15
83518,15318,6,22
107209,15319,1,12
12793,15322,6,15
37995,15327,6,15
2524,15332,1,17
51100,15343,1,18
54801,15349,5,14
104610,15353,5,8
78250,15355,5,14
16305,15356,3,14
41295,15357,3,11
94860,15359,0,7
22752,15364,3,11
31268,15364,3,8
54022,15365,4,18
88813,15367,2,20
45168,15370,6,18
98140,15371,5,9
45910,15373,6,11
6761,15380,5,8
45848,15384,2,9
40085,15385,6,16
109200,15386,6,16
47785,15387,4,20
37489,15389,1,13
7882,15392,6,15
57277,15392,6,17
65951,15393,1,19
73509,15394,0,11
104963,15396,0,21
74995,15400,0,8
44702,15400,2,15
46556,15406,4,8
60688,15410,5,21
8325,15411,6,15
